Feature                 Score_(R^2)_Left    Score_(R^2)_Right    Score_(LASSO)_Left    Score_(LASSO)_Right    Score_(R^1)_Left    Score_(R^1)_Right    R1_Left    R1_Right    R2_Left    R2_Right    Coef_Left    Coef_Right    explained_variance_left    explained_variance_right    max_error_left    max_error_right    mean_absolute_error_left    mean_absolute_error_right    mean_squared_error_left    mean_squared_error_right    median_absolute_error_left    median_absolute_error_right    mean_absolute_percentage_error_left    mean_absolute_percentage_error_right    mean_pinball_loss_left    mean_pinball_loss_right    d2_pinball_score_left    d2_pinball_score_right    d2_absolute_error_score_left    d2_absolute_error_score_right
E6_SLOPE                     0.00394653           0.0163628             0.000914845            0.0138842          -5.16364e+16         -7.13394e+15    28.1073     28.2763    1060.36     1072.53  0.00213961    0.00481828                 0.00394653                  0.0163628            3.41267             3.93548                    0.57328                      0.633621                   0.616124                    0.744203                      0.404443                       0.517529                            1.57242                                 7.2172                      0.28664                     0.316811             -0.0429631                -0.0596237                      -0.0250398                       -0.0148282
E6_INTERCEPT                 0.0157672            0.0845425             0.0127709              0.0824322          -1.99345e+16       -inf              28.0721     28.46      1056.13     1083.31  0.00430187    0.0118697                  0.0157672                   0.0845425            3.23796             3.94807                    0.553294                     0.642828                   0.616011                    0.813527                      0.365486                       0.538295                            1.76267                                 1.20291                     0.276647                    0.321414             -0.0623519                -0.0252624                      -0.00527595                      -0.0337886
E6_MEAN_FREQ                 0.0345812            0.0170846             0.0330477              0.0148228          -2.3009e+16          -3.8884e+16     28.2793     28.0297    1073.5      1052.13  0.00890529    0.00515399                 0.0345812                   0.0170846            4.01695             3.45552                    0.766355                     0.647549                   1.1806                      0.814944                      0.516686                       0.449212                            5.11171                                 1.07745                     0.383177                    0.323775              0.0611987                -0.00484629                     -0.16992                         -0.226265
E6_OCC_BAND                  0.00998351           0.0196696             0.00822031             0.0176648        -inf                   -5.08087e+16    28.1987     28.0083    1067.39     1051.05  0.00446231    0.00587392                 0.00998351                  0.0196696            5.67889             3.36718                    0.648431                     0.705112                   1.05296                     0.916988                      0.388044                       0.54063                             1.1661                                  1.04558                     0.324216                    0.352556              0.0295407                -0.00557995                     -0.125219                        -0.204847
E6_POWER_BAND                0.0377554            0.0033795             0.0353834              0.00116908         -6.60123e+16         -1.3363e+16     28.2229     28.0037    1068.47     1052.68  0.0074818     0.00231877                 0.0377554                   0.0033795            1.9889              2.41832                    0.732884                     0.741796                   0.760764                    0.845521                      0.649373                       0.663902                            1.52315                                 2.57868                     0.366442                    0.370898             -0.122374                 -0.0672516                       0.023518                         0.00234193
E6_WLT_ENT                   0.0206035            0.0169619             0.0192591              0.0148317          -2.09823e+16         -1.44309e+16    28.234      28.017     1069.17     1051.25  0.00734124    0.00529172                 0.0206035                   0.0169619            3.81117             3.11685                    0.931801                     0.680915                   1.36612                     0.865408                      0.769202                       0.500029                            1.41116                                 1.05152                     0.4659                      0.340458              0.00536495                0.0250998                      -0.108607                        -0.131926
E6_KURT                      0.0038299            0.000384111           0.00200248             0                  -2.55542e+16         -7.8415e+16     28.1578     28.146     1064.31     1059.96  0.00271484    0.000951404                0.0038299                   0.000384111          4.94331             3.58728                    0.709272                     0.870582                   1.02227                     1.25614                       0.519183                       0.653841                            1.28041                                 1.38238                     0.354636                    0.435291              0.0148396                -0.00181173                     -0.123284                        -0.203957
E6_SKEW                      0.0155396            0.00318815            0.0141804              0.00141898       -inf                   -1.31568e+17    28.22       28.0939    1069.13     1055.46  0.00634072    0.00251741                 0.0155396                   0.00318815           4.96773             3.6113                     0.80916                      0.73035                    1.35821                     1.0566                        0.591263                       0.586946                            2.77635                                 1.21962                     0.40458                     0.365175              0.0170512                 0.000105222                    -0.152895                        -0.196271
E6_VAR                       0.0375453            0.00657887            0.0360285              0.0046865        -inf                   -7.19186e+16    28.2684     28.1474    1072.68     1063.17  0.00933016    0.00349657                 0.0375453                   0.00657887           3.45051             3.11376                    0.823432                     0.798457                   1.18997                     0.98446                       0.673379                       0.727822                            1.53604                                 1.26031                     0.411716                    0.399229              0.0478332                -0.0415607                      -0.0421325                       -0.0205379
E6_STD                       0.0298598            0.00083284            0.0275458              0                  -6.46651e+16         -1.27773e+17    28.2325     28.0215    1068.57     1053.86  0.00673636    0.00110843                 0.0298598                   0.00083284           2.55793             2.35226                    0.717927                     0.709282                   0.786192                    0.785999                      0.68031                        0.613241                            1.21317                                 2.91936                     0.358964                    0.354641             -0.213273                 -0.12971                        -0.00950249                      -0.00136928
E6_LOG_ENE_ENT               0.0202351            0.000461354           0.0177187              0                  -6.31768e+16         -1.52055e+16    28.2169     28.0622    1066.99     1056.99  0.00531779    0.00080362                 0.0202351                   0.000461354          2.42721             2.40125                    0.701404                     0.675262                   0.730147                    0.746102                      0.617918                       0.563172                            1.19639                                 1.87059                     0.350702                    0.337631             -0.216108                 -0.126639                        0.000755274                      0
E6_BETA_ALPHA_RATIO          0.0193306            0.000247441           0.0169819              0                  -2.21874e+16         -7.0059e+16     28.2072     28.0289    1066.32     1054.48  0.00537995    0.000635573                0.0193306                   0.000247441          2.32507             2.3446                     0.73899                      0.777812                   0.783005                    0.870329                      0.676776                       0.709318                            1.17846                                 4.08298                     0.369495                    0.388906             -0.210365                 -0.18135                         0.00867071                      -0.00159595
E6_BP_THETA                  0.0514035            0.0280089             0.0489804              0.0260516          -1.27779e+17         -1.40391e+17    28.2933     27.8919    1072.77     1044.39  0.00863734    0.00709407                 0.0514035                   0.0280089            2.51033             2.68969                    0.709316                     0.779326                   0.734141                    0.931299                      0.583615                       0.673107                            1.32759                                 3.13697                     0.354658                    0.389663             -0.162875                 -0.183967                        0.0248411                       -0.00975529
E7_BP_15.5_18.5              0.0617881            0.0214337             0.06019                0.0193065          -4.04315e+16         -2.8633e+16     28.3478     28.011     1078.63     1050.17  0.0116607     0.00595274                 0.0617881                   0.0214337            2.16387             2.07125                    0.897761                     0.794726                   1.10097                     0.862695                      0.857944                       0.765811                            1.26917                                 1.21631                     0.44888                     0.397363             -0.0119796                -0.0542306                       0.00521162                      -0.00195639
E7_BP_8_10.5                 0.0147755            0.0159172             0.0130543              0.0138824          -6.0138e+16          -3.4661e+16     28.2209     27.9997    1069.07     1051.63  0.00549458    0.00524491                 0.0147755                   0.0159172            2.5616              2.83998                    0.834583                     0.769629                   1.07348                     0.906925                      0.694011                       0.681563                            1.00978                                 1.13798                     0.417291                    0.384815             -0.240305                 -0.142811                        0.0103176                        0.0171938
E7_BP_10_15.5                0.0312405            0.00520186            0.0274251              0.00117193         -1.55262e+16         -9.82772e+15    28.1705     28.0172    1064.24     1052.93  0.00536606    0.00213059                 0.0312405                   0.00520186           2.55675             2.34565                    0.517126                     0.490993                   0.476146                    0.462922                      0.427017                       0.383435                           10.6679                                 10.2657                      0.258563                    0.245497             -0.35941                  -0.310397                       -0.00442889                      -0.0349727
E7_BP_17.5_20.5              0.0101226            0.012906              0.00837273             0.010184           -2.49501e+16         -2.42676e+17    28.1709     28.0226    1064.08     1052.03  0.00451042    0.0040834                  0.0101226                   0.012906             2.16758             2.23658                    0.900254                     0.673561                   1.06086                     0.680051                      0.786192                       0.699467                            1.51923                                 1.15451                     0.450127                    0.336781             -0.133312                 -0.0358933                      -0.0129922                        0.00360267
E7_BP_12.5_30                0.00659416           7.8961e-06            0.00463185             0                  -6.03153e+16         -1.83473e+16    28.164      28.0949    1064.43     1057.77  0.00343767    0.000122136                0.00659416                  7.8961e-06           2.16306             2.21353                    0.837044                     0.814785                   0.949351                    1.00741                       0.796284                       0.863679                            1.12073                                 1.10799                     0.418522                    0.407393             -0.194525                 -0.14332                         0.0140362                       -0.00207243
E7_RTP                       0.0147937            0.0150018             0.0131434              0.0130297          -1.99064e+16         -2.98317e+16    28.2144     28.0054    1067.93     1049.76  0.00561465    0.00517213                 0.0147937                   0.0150018            2.2501              2.09213                    0.939275                     0.827996                   1.11951                     0.936613                      0.94199                        0.895119                            1.20759                                 1.09595                     0.469637                    0.413998             -0.164421                 -0.129549                       -0.00354943                       0.00811372
E7_SPEC_MOM                  0.0242157            0.0101904             0.0220764              0.0076949          -6.83206e+16         -6.14952e+16    28.2127     28.1288    1068.09     1061.68  0.00630936    0.00378953                 0.0242157                   0.0101904            2.12581             2.22421                    0.758511                     0.682734                   0.855379                    0.743811                      0.69466                        0.569292                            5.76623                                 1.96257                     0.379255                    0.341367             -0.177754                 -0.270688                        0.0134169                       -0.00529613
E7_SPEC_EDGE                 0.024178             0.00469231            0.0221867              0.000446729        -5.02249e+16         -7.50736e+16    28.2261     28.0245    1068.39     1053.15  0.00653445    0.00197149                 0.024178                    0.00469231           6.68119             2.65293                    0.557608                     0.416742                   0.918963                    0.439632                      0.409801                       0.306808                            1.93438                                 1.52937                     0.278804                    0.208371             -0.414496                 -0.3698                         -0.0565216                       -0.0580564
E7_SPEC_ENT                  0.029927             0.00152518            0.0266944              0                  -4.6566e+16          -2.90402e+16    28.2055     28.0331    1066.38     1054.28  0.00570595    0.00118984                 0.029927                    0.00152518           4.35069             3.02615                    0.516987                     0.483616                   0.562768                    0.494223                      0.416342                       0.349181                            1.10914                                 1.86668                     0.258493                    0.241808             -0.334563                 -0.463408                       -0.0340247                       -0.0716851
E7_SLOPE                     0.0132349            0.00327316            0.0104679              0                  -2.22945e+16         -2.19841e+16    28.163      28.0159    1063.63     1052.95  0.00410132    0.00169184                 0.0132349                   0.00327316           5.3861              2.64726                    0.495037                     0.488146                   0.668762                    0.464789                      0.376269                       0.382095                            2.4877                                  1.37329                     0.247518                    0.244073             -0.472434                 -0.477613                       -0.0566799                       -0.0791296
E7_INTERCEPT                 0.0238626            0.0483408             0.0210041              0.045384           -2.33959e+16         -2.65435e+16    28.2058     27.8939    1066.15     1044.39  0.00541821    0.00758256                 0.0238626                   0.0483408            4.08715             2.76666                    0.519493                     0.589384                   0.640378                    0.603574                      0.398051                       0.477052                            1.51699                                 2.75087                     0.259747                    0.294692             -0.382368                 -0.552559                       -0.0161061                       -0.0912432
E7_MEAN_FREQ                 0.036656             0.0172091             0.0350586              0.0149806          -2.3441e+16          -1.18758e+17    27.9471     28.2126    1047.52     1068.32  0.0089834     0.00521127                 0.036656                    0.0172091            3.70568             3.37435                    0.780744                     0.65924                    1.13097                     0.827029                      0.540267                       0.485467                            1.42221                                 0.964516                    0.390372                    0.32962              -0.774637                 -0.839602                       -0.146369                        -0.216376
E7_OCC_BAND                  0.0227703            0.0190778             0.0207853              0.0174059        -inf                 -inf              27.9907     28.2537    1050.45     1070.91  0.0063515     0.00633483                 0.0227703                   0.0190778            4.31601             4.02408                    0.687583                     0.791499                   0.923234                    1.10029                       0.421033                       0.590413                            1.00062                                 1.14959                     0.343792                    0.39575              -0.601006                 -0.768334                       -0.103228                        -0.211143
E7_POWER_BAND                0.0465493            0.00585617            0.0438054              0.00289078         -6.02305e+16         -8.12334e+15    27.9869     28.2119    1051.39     1068.2   0.00772404    0.00263533                 0.0465493                   0.00585617           2.05001             1.72506                    0.668693                     0.653857                   0.651637                    0.628691                      0.596787                       0.541428                            1.17817                                 1.76865                     0.334346                    0.326928             -0.0636838                -0.108985                        0.0133744                       -0.00650698
E7_WLT_ENT                   0.0252113            0.0248049             0.0237758              0.022825           -1.18888e+16         -2.67823e+17    27.974      28.2526    1050.21     1071.38  0.00785886    0.00663761                 0.0252113                   0.0248049            3.49617             3.30487                    0.923948                     0.743357                   1.2734                      0.923652                      0.775706                       0.564206                            1.50389                                 1.57571                     0.461974                    0.371679             -0.555567                 -0.60001                        -0.0784767                       -0.109527
E7_KURT                      0.00446763           0.000281011           0.00262811             0                  -1.33641e+17         -3.24213e+17    28.0507     28.1098    1055.37     1060.87  0.00292251    0.000829126                0.00446763                  0.000281011          4.07542             3.38647                    0.741859                     0.899871                   1.01489                     1.30415                       0.560312                       0.68923                             1.00784                                 1.27607                     0.37093                     0.449936             -0.533448                 -0.681802                       -0.107535                        -0.151504
E7_SKEW                      0.0175437            0.0084883             0.0160447              0.00669585         -2.40754e+16         -3.38826e+16    27.9846     28.1935    1050.61     1066.99  0.00641548    0.00408089                 0.0175437                   0.0084883            4.59395             3.3229                     0.801872                     0.752344                   1.22908                     1.03733                       0.638687                       0.622673                            1.20229                                 1.42842                     0.400936                    0.376172             -0.598897                 -0.66588                        -0.117344                        -0.151601
E7_VAR                       0.0660639            0.00528712            0.0644826              0.00348988         -2.34742e+16         -3.87018e+16    27.8948     28.0664    1043.04     1057.45  0.0121211     0.00321644                 0.0660639                   0.00528712           3.50677             2.45725                    0.814425                     0.859352                   1.10756                     1.03791                       0.718776                       0.82004                             1.32348                                 1.13073                     0.407213                    0.429676             -0.276366                 -0.331814                        0.0256469                        0.00647533
E7_STD                       0.0308885            0.00429355            0.028541               0.000989053        -6.24826e+16         -8.33516e+16    27.9883     28.2088    1051.54     1067.95  0.00680244    0.00213759                 0.0308885                   0.00429355           3.43788             2.46516                    0.693696                     0.578368                   0.774172                    0.565061                      0.647216                       0.529887                            1.17658                                 1.03664                     0.346848                    0.289184              0.00362544               -0.031691                       -0.0458364                       -0.0193948
E7_LOG_ENE_ENT               0.0272775            0.000105202           0.024857               0                  -3.12855e+16         -8.90906e+15    27.9961     28.1711    1052.11     1065.11  0.00629543    0.000324341                0.0272775                   0.000105202          3.15122             2.01005                    0.694677                     0.544007                   0.753644                    0.533168                      0.685999                       0.436318                            0.971491                                1.6135                      0.347339                    0.272004             -0.000125976              -0.0133404                      -0.0216898                       -0.0227023
E7_BETA_ALPHA_RATIO          0.0191722            0.00126783            0.0167506              0                  -3.18746e+16         -6.113e+16      28.0247     28.1912    1054.25     1066.67  0.0052766     0.00125791                 0.0191722                   0.00126783           2.93508             2.2657                     0.707758                     0.678679                   0.759555                    0.664685                      0.645645                       0.616477                            1.03273                                 1.73032                     0.353879                    0.33934              -0.0376851                -0.0980479                      -0.0056524                       -0.0166141
E7_BP_THETA                  0.0540253            0.0330322             0.0518167              0.0306376          -4.40993e+16         -8.51484e+16    27.9412     28.3556    1046.98     1075.6   0.00927477    0.00696499                 0.0540253                   0.0330322            2.83094             2.68111                    0.734401                     0.709003                   0.803192                    0.757262                      0.612738                       0.687572                            1.60361                                 1.30606                     0.367201                    0.354501             -0.0132131                -0.0451101                       0.0107491                       -0.0338694
E8_BP_15.5_18.5              0.0304459            0.036936              0.0282482              0.035599           -5.52339e+16         -2.52021e+16    28.2575     27.903     1071.7      1044.58  0.00697993    0.00985646                 0.0304459                   0.036936             3.33493             6.54746                    0.61322                      0.699499                   0.827326                    1.35076                       0.396231                       0.519719                            1.583                                   5.78296                     0.30661                     0.349749             -0.269257                 -0.418528                       -0.0181648                       -0.136249
E8_BP_8_10.5                 0.0122196            0.0144718             0.0105891              0.012135           -7.32014e+16         -1.5892e+16     28.215      27.9893    1068.66     1051.6   0.00513366    0.00466676                 0.0122196                   0.0144718            4.00677             3.36993                    0.812699                     0.705746                   1.13602                     0.790874                      0.685467                       0.645477                            1.00664                                 1.16522                     0.40635                     0.352873             -0.407672                 -0.313134                       -0.0283821                       -0.0168199
E8_BP_10_15.5                0.011669             0.0180925             0.00185256             0.0141511          -1.41441e+16         -5.41039e+16    28.097      27.9684    1059.16     1049.76  0.0020446     0.00401785                 0.011669                    0.0180925            3.07923             5.304                      0.235547                     0.300337                   0.188806                    0.467186                      0.149416                       0.16072                             2.01812                                 0.784157                    0.117773                    0.150169             -0.217517                 -0.356908                       -0.01762                         -0.023515
E8_BP_17.5_20.5              0.00113943           0.0107605             0                      0.00839316         -9.15284e+15         -3.46041e+16    28.1175     28.012     1060.11     1051.77  0.00134255    0.00399814                 0.00113943                  0.0107605            4.52557             4.3051                     0.66051                      0.576273                   0.842577                    0.783642                      0.551108                       0.421287                            2.29616                                 1.13593                     0.330255                    0.288137             -0.393291                 -0.362108                       -0.0475073                       -0.0342658
E8_BP_12.5_30                0.00155888           0.00516457            0                      0.00297661         -1.55749e+16         -1.17343e+17    28.1132     28.0339    1060.57     1053.52  0.00138217    0.00288115                 0.00155888                  0.00516457           2.36849             4.65982                    0.605206                     0.651387                   0.652477                    0.852668                      0.462756                       0.487371                            1.11198                                 1.12785                     0.302603                    0.325693             -0.275734                 -0.2415                         -0.0307079                       -0.0454764
E8_RTP                       0.00996159           0.0324197             0.00719157             0.0310641          -6.34105e+16         -1.22702e+17    28.1631     27.9057    1064.53     1044.97  0.00355625    0.00917083                 0.00996159                  0.0324197            2.79373             6.67135                    0.527998                     0.681132                   0.670251                    1.33852                       0.332643                       0.443056                            2.0703                                  1.18332                     0.263999                    0.340566             -0.216585                 -0.442271                       -0.0427887                       -0.15499
E8_SPEC_MOM                  0.0537166            0.000798538           0.0496781              0                  -1.84823e+16         -1.76894e+16    28.2048     28.0383    1067.52     1054.68  0.00683931    0.00102769                 0.0537166                   0.000798538          2.99132             5.43777                    0.410389                     0.490979                   0.439408                    0.704714                      0.200694                       0.370082                            1.08282                                 1.81091                     0.205194                    0.245489             -0.183866                 -0.278761                        0.0144375                       -0.0181207
E8_SPEC_EDGE                 0.0170469            0.0147119             0.014766               0.0109548          -1.37773e+16         -2.47753e+16    28.1903     27.993     1066.31     1051.29  0.0051267     0.00371091                 0.0170469                   0.0147119            7.56407             5.42571                    0.305917                     0.275061                   0.808155                    0.491797                      0.113995                       0.115923                            0.744392                                0.5889                      0.152958                    0.137531             -0.29064                  -0.243196                       -0.0842262                       -0.0733414
E8_SPEC_ENT                  0.0105741            0.0174755             0.00744316             0.0136121          -2.84938e+16         -5.07289e+16    28.1495     27.9755    1063.17     1050.26  0.00344629    0.00398841                 0.0105741                   0.0174755            6.30999             5.32743                    0.316345                     0.281602                   0.592617                    0.476918                      0.203991                       0.127665                            0.793707                                0.739734                    0.158172                    0.140801             -0.366788                 -0.272556                       -0.0537235                       -0.00756595
E8_SLOPE                     0.0128746            0.0100751             0.00997943             0.00637716         -2.75369e+16         -1.30245e+16    28.1581     28.0003    1063.74     1052.01  0.00395458    0.00309539                 0.0128746                   0.0100751            6.58185             5.46812                    0.305721                     0.289203                   0.6394                      0.502015                      0.19816                        0.153506                            0.699316                                0.803293                    0.15286                     0.144601             -0.502777                 -0.384603                       -0.115668                        -0.0545338
E8_INTERCEPT                 0.0027592            0.0710091             0.000292142            0.0684209          -6.98203e+16         -6.42001e+15    28.1257     27.8564    1061.2      1041.65  0.00198322    0.00982254                 0.0027592                   0.0710091            4.90868             5.41177                    0.387581                     0.392021                   0.758036                    0.673094                      0.228399                       0.209348                            0.764423                                1.93656                     0.19379                     0.19601              -0.441731                 -0.502989                       -0.084222                        -0.0832215
E8_MEAN_FREQ                 0.0329252            0.000882592           0.0292817              0                  -2.36438e+16         -4.47374e+16    28.2447     28.1234    1070.59     1061.75  0.00563731    0.00133482                 0.0329252                   0.000882592          2.51112             3.41239                    0.524998                     0.745027                   0.497743                    1.07555                       0.38901                        0.536657                            1.39908                                 1.36777                     0.262499                    0.372514             -0.0528372                 0.0014168                       0.00277                         -0.0939835
E8_OCC_BAND                  0.000480228          0.00813805            0                      0.00665275         -2.25539e+16         -1.41611e+17    28.1282     27.9992    1061.57     1052.22  0.000946464   0.00438956                 0.000480228                 0.00813805           2.64166             5.71539                    0.751195                     0.786101                   0.99422                     1.25229                       0.651186                       0.544721                            1.0431                                 17.4292                      0.375598                    0.39305              -0.0552798                -0.0148317                      -0.00913237                      -0.0414513
E8_POWER_BAND                0.00905756           0.00309639            0.00735183             0                  -2.51008e+16         -8.06104e+16    28.1993     28.127     1067.46     1061.07  0.00432135    0.00146641                 0.00905756                  0.00309639           5.07466             2.19716                    0.696686                     0.447478                   1.08945                     0.369181                      0.471195                       0.382301                            1.22742                                 2.87416                     0.348343                    0.223739             -0.00177703               -0.0239814                      -0.0913915                       -0.03407
E8_WLT_ENT                   0.00234162           0.011964              0.000366364            0.00958209         -1.21245e+17         -6.00031e+16    28.0651     28.0546    1057.32     1054.48  0.00204181    0.00420288                 0.00234162                  0.011964             4.0024              3.12712                    0.673043                     0.666168                   0.947171                    0.777899                      0.472743                       0.559851                            1.08168                                 1.0807                      0.336522                    0.333084             -0.0228734                -0.0880804                      -0.0209997                       -0.00106334
E8_KURT                      0.00379436           0.020803              0.00191414             0.0184192          -3.1596e+16          -2.08175e+16    28.1915     27.9809    1064.63     1050.97  0.002664      0.00553989                 0.00379436                  0.020803             3.89917             3.5675                     0.701572                     0.693361                   0.993595                    0.770331                      0.483086                       0.586308                            0.998143                                1.10926                     0.350786                    0.346681             -0.0119304                -0.0858994                      -0.0693512                       -0.0591209
E8_SKEW                      0.0206231            0.000408971           0.0184824              0                  -2.30187e+17         -3.16061e+16    28.235      28.0773    1069.55     1058.23  0.00582067    0.000841016                0.0206231                   0.000408971          3.28307             3.49187                    0.638896                     0.701796                   0.857972                    0.921869                      0.448373                       0.544228                            1.02653                                 1.03715                     0.319448                    0.350898              0.0128532                -0.0473616                      -0.0208537                       -0.0266872
E8_VAR                       0.00231965           0.0165368             0.000808257            0.0141922          -2.36136e+16         -4.9468e+16     28.1524     28.0097    1064.01     1052.8   0.00232323    0.00498031                 0.00231965                  0.0165368            4.37808             3.63396                    0.786491                     0.686506                   1.23789                     0.786592                      0.558868                       0.609238                            1.01667                                 2.5192                      0.393246                    0.343253             -0.0123118                -0.0788955                      -0.0729782                       -0.0373534
E8_STD                       0.0144551            0.00381702            0.0124749              1.55804e-05        -4.18523e+16         -4.5786e+16     28.2104     28.0988    1068.21     1059.59  0.00506673    0.00187913                 0.0144551                   0.00381702           3.58182             2.69973                    0.696981                     0.508327                   0.933344                    0.491428                      0.502684                       0.402536                            1.10433                                 4.76339                     0.348491                    0.254163              0.00406346               -0.0199769                      -0.0487835                       -0.0433876
E8_LOG_ENE_ENT               0.000238952          0.000508473           0                      0                  -3.13667e+16         -2.4025e+16     28.0878     28.159     1059.18     1062.83  0.000746264   0.000683706                0.000238952                 0.000508473          5.29547             2.3436                     0.696481                     0.533461                   1.24252                     0.489983                      0.408724                       0.429263                            1.00491                                 1.02073                     0.348241                    0.266731             -0.0283438                -0.0414611                      -0.0958013                       -0.0231499
E8_BETA_ALPHA_RATIO          0.000942356          0.00269819            0                      0                -inf                   -2.15535e+16    28.1339     28.1132    1062.5      1060.69  0.00132437    0.00143527                 0.000942356                 0.00269819           5.51575             1.95345                    0.656336                     0.478583                   0.991572                    0.406022                      0.504094                       0.36737                             1.00024                                 0.827812                    0.328168                    0.239291              0.00554022               -0.0121998                      -0.0814263                       -0.0435727
E8_BP_THETA                  0.000382293          0.0275713             0                      0.0252882          -5.34518e+16         -2.4452e+16     28.0997     28.278     1059.82     1071.28  0.00071832    0.00651682                 0.000382293                 0.0275713            2.87434             5.7523                     0.593434                     0.542943                   0.719456                    0.798733                      0.4374                         0.396411                            6.53315                                 1.20361                     0.296717                    0.271471             -0.0329232                -0.0378126                      -0.0457502                       -0.0727116
E9_BP_15.5_18.5              0.00174139           0.0124053             0                      0.0107478          -1.32041e+17         -2.23919e+16    28.1234     28.2346    1061.67     1070.03  0.00173091    0.00513031                 0.00174139                  0.0124053            2.71175             3.01211                    0.732973                     0.807949                   0.915851                    1.11735                       0.576011                       0.684517                            1.88006                                 2.39296                     0.366486                    0.403974             -0.158382                 -0.108379                       -0.0018097                        0.00706379
E9_BP_8_10.5                 5.1096e-05           0.00208972            0                      0.000567611        -3.23652e+16         -2.14486e+16    28.0933     28.1587    1059.43     1064.49  0.000298169   0.0021973                  5.1096e-05                  0.00208972           2.98039             3.12083                    0.718651                     0.833445                   0.927785                    1.22946                       0.549014                       0.629367                            1.00921                                 1.18558                     0.359326                    0.416722             -0.105338                 -0.110051                       -0.000834319                     -0.00705345
E9_BP_10_15.5                0.0403643            0.0146165             0.0385955              0.0113969          -2.6963e+17          -2.63013e+16    27.8854     28.1737    1043.98     1065.27  0.00895833    0.00399565                 0.0403643                   0.0146165            3.9326              2.66949                    0.748374                     0.584006                   1.0174                      0.573942                      0.633831                       0.429367                            1.65353                                 3.04285                     0.374187                    0.292003             -0.156855                 -0.171507                        0.00971654                      -0.00628333
E9_BP_17.5_20.5              0.00159102           0.00384156            0                      0.00187183         -1.40205e+17         -6.88315e+16    28.1171     28.1563    1059.77     1064.01  0.00170336    0.00261891                 0.00159102                  0.00384156           2.77471             2.59421                    0.778292                     0.764183                   0.970911                    0.948399                      0.644078                       0.617527                            1.39581                                 1.41804                     0.389146                    0.382092             -0.142117                 -0.0566089                      -0.00265847                      -0.0044939
E9_BP_12.5_30                0.0022733            0.00261706            0.000387837            0.000647851      -inf                   -2.49368e+16    28.1181     28.0391    1058.34     1055.39  0.00205915    0.00216187                 0.0022733                   0.00261706           2.95975             2.59229                    0.770551                     0.76135                    0.992345                    0.949816                      0.616654                       0.657253                            1.00416                                 1.30806                     0.385276                    0.380675             -0.141753                 -0.180556                       -0.004143                        -0.00989072
